-3.755938471891328678e+00;6.753833173775855570e-02;1.000000000000000000e+00
-2.948434177287956537e+00;3.655384986342511411e-01;1.000000000000000000e+00
-3.367090680489787768e+00;-3.034396501443031857e-01;1.000000000000000000e+00
1.890243774102029484e+00;2.869419820440311408e+00;0.000000000000000000e+00
-4.770406841420541610e+00;-1.330003718857817541e+00;1.000000000000000000e+00
1.630035139245602949e+00;3.325044179659801813e+00;0.000000000000000000e+00
9.918535814202791290e-01;3.274299034509146722e+00;0.000000000000000000e+00
-4.443145706413131890e+00;-1.081494533716222062e+00;1.000000000000000000e+00
-3.623192016893689527e+00;-2.618125564899499991e-01;1.000000000000000000e+00
4.705981038719787568e-01;2.616479136779127579e+00;0.000000000000000000e+00
-4.830316110047594869e+00;-5.209127335054981600e-01;1.000000000000000000e+00
-4.053897400625012359e+00;1.458168622111799984e+00;1.000000000000000000e+00
-1.505792754087424079e+00;1.453330767926992728e-01;1.000000000000000000e+00
-4.309667279626972380e+00;4.647201311000834778e-01;1.000000000000000000e+00
2.139936010448977299e+00;4.031042219561194351e+00;0.000000000000000000e+00
7.157519769719584701e-01;6.321105794419014323e+00;0.000000000000000000e+00
-4.179461059751877983e+00;6.411878248131172020e-01;1.000000000000000000e+00
-5.044213708677986574e+00;1.288236033736054331e+00;1.000000000000000000e+00
8.614511995922217169e-01;5.932583755655838509e+00;0.000000000000000000e+00
4.248793130056338629e-01;3.646539084573621636e+00;0.000000000000000000e+00
9.216602979572063870e-02;3.139080691519257726e+00;0.000000000000000000e+00
-2.281652774644278292e-01;3.536539541173726597e+00;0.000000000000000000e+00
-4.349995320363027496e+00;2.125828913219826255e+00;1.000000000000000000e+00
4.130729474842909088e-01;2.248484408956281655e+00;0.000000000000000000e+00
4.412496309988040988e-01;4.053502118481487670e+00;0.000000000000000000e+00
-5.202264500545098258e+00;4.871455289239250974e-01;1.000000000000000000e+00
-5.668563292661874087e+00;1.625179062802220242e+00;1.000000000000000000e+00
6.596872920447642841e-01;2.419815415408637094e+00;0.000000000000000000e+00
-4.860117901082264602e+00;6.429871783933356344e-01;1.000000000000000000e+00
-4.311266231492167478e+00;-1.405909066516357830e+00;1.000000000000000000e+00
3.412305411797957877e-01;4.313573317727118273e+00;0.000000000000000000e+00
9.721398825155809220e-01;3.685738422002593051e+00;0.000000000000000000e+00
-3.142953104386657426e+00;8.482962813823472503e-01;1.000000000000000000e+00
-4.639166008879419323e+00;1.075836112217935847e+00;1.000000000000000000e+00
-3.534075424331255100e+00;-3.438213149309016226e-01;1.000000000000000000e+00
-2.452487792530815724e+00;9.106043760226844030e-01;1.000000000000000000e+00
2.064105563737764548e+00;5.496694271804582144e+00;0.000000000000000000e+00
1.761014317896880010e+00;6.139067235488398389e+00;0.000000000000000000e+00
2.121919569149327556e-01;1.743873279183425939e+00;0.000000000000000000e+00
-5.088399922315440804e+00;3.049673101552662358e-01;1.000000000000000000e+00
-3.346061319559140212e+00;7.086710068670570850e-01;1.000000000000000000e+00
-6.212298775519411009e+00;-7.442230062606735030e-01;1.000000000000000000e+00
-1.232299716085096808e+00;3.895194587516039419e+00;0.000000000000000000e+00
-2.979067018711729631e-01;5.047578832861680631e+00;0.000000000000000000e+00
-4.712487366096217656e+00;-5.139745397400699023e-01;1.000000000000000000e+00
-3.536843236757203801e+00;5.296124779773667690e-01;1.000000000000000000e+00
1.998325485749669284e+00;3.061888822250620201e+00;0.000000000000000000e+00
-1.899779700301202912e+00;3.191115949789486095e+00;0.000000000000000000e+00
-5.252490720893616682e+00;5.874220759835202532e-01;1.000000000000000000e+00
-3.956154955495292835e+00;5.035872686480846738e-01;1.000000000000000000e+00
8.185433723332593559e-01;5.937601483768030874e+00;0.000000000000000000e+00
-4.897931019258532359e+00;9.480178397733657336e-01;1.000000000000000000e+00
-5.016145072412897754e+00;1.561544560575498286e+00;1.000000000000000000e+00
-5.417541845847235749e+00;7.576566176863661073e-02;1.000000000000000000e+00
-4.698553146539262926e+00;2.748043751754750130e-02;1.000000000000000000e+00
-3.319073126778346428e+00;-4.318799188227978592e-01;1.000000000000000000e+00
1.161021265595037155e+00;5.330838738663737253e+00;0.000000000000000000e+00
-4.322525248757031591e+00;1.213640471046911751e+00;1.000000000000000000e+00
9.332165700090494509e-01;3.535955775538248247e+00;0.000000000000000000e+00
2.471217011722791623e-01;3.932925730084156690e+00;0.000000000000000000e+00
